at_least_one_option,at_least_two_option,at_least_three_option,selection_metric_percent,selection_metric_raw_percent
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.8628682205788
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.862877756271791
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.862887214603975
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.862889234646886
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.862895252882929
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.80+targetwise_0.20,7.86,7.862897810271385
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.862900770083825
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise,7.86,7.862909642635896
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.862918062968616
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.862921784158261
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.862929783531092
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise,hazard_targetwise,7.86,7.862934777829755
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.862939357997423
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.862943339016293
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.862964353099033
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.862971907523919
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise,hazard_targetwise,7.86,7.862977346775657
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863000928436281
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863014476484453
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.35+targetwise_0.65,hazard_targetwise,7.86,7.863033012066212
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.8630334779813404
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863046492581183
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863056028289939
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863067506684018
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise,7.86,7.86306874256959
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise,7.86,7.863071547185041
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863076046966189
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,hazard_targetwise,7.86,7.863083022409412
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.8630916881104795
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.80+targetwise_0.20,7.86,7.8631022837979625
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863106793807018
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise,7.86,7.863114116184899
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,hazard_targetwise,7.86,7.863115571979251
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863117630117378
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863134257118287
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863137282425492
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863149362820798
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.8631524493404825
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,hazard_targetwise,7.86,7.863158140996496
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863179200657999
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863179851451307
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863195018372271
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863198915032155
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise,7.86,7.863203372714667
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863208450754389
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863218341052658
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.8632199291647
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise,7.86,7.863221165052026
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863223513664708
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863225779597882
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863246793735645
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863260910110448
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,hazard_targetwise,7.86,7.863261294766799
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.8632700526688915
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise,7.86,7.863276021040977
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863279911650745
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863280816072349
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863293173536645
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863296162004585
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863296917252338
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863311267729767
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise,7.86,7.863318590121526
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863322480732848
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.86333162329651
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise,7.86,7.863333969978203
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863335742623967
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863338731093106
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise,7.86,7.863346013107675
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863347474315763
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863353836824238
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863356923349762
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.86335701005112
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.8633584878953
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,hazard_targetwise,7.86,7.863362005836216
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863366154084361
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.86336848847724
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise,7.86,7.863376539081646
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863379709624385
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863390043424512
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863399492462264
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.8633995791636435
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863400723792147
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,hazard_targetwise,7.86,7.863404574950716
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863411057594294
base_0.20+temporal_targetwise_0.80,temporal_targetwise,hazard_targetwise,7.86,7.863413717521328
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863418612050466
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863431688400291
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,hazard_targetwise,7.86,7.863440582140568
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.86345084738036
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863461181187303
temporal_targetwise_0.65+temporal_ridge_0.35,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863463799975556
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863474257542302
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863480182762883
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise,7.86,7.863480495284514
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863497647812712
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863500636286314
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863512418111185
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863515742040117
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863517900622563
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.8635227519240125
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise,7.86,7.8635230644457765
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863525747110245
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863535282861367
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.80+targetwise_0.20,7.86,7.8635402169807245
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863543205455525
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863546761306428
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise,7.86,7.863547997197506
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise,7.86,7.863550487483906
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863558311215302
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.8635604697985695
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863561397746688
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,hazard_targetwise,7.86,7.863562277100766
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.86356831628936
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863570628498784
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863577852044257
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863585734262379
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863589330493848
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise,7.86,7.863590566385414
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,hazard_targetwise,7.86,7.863594512473604
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.86359688496252
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.8636039669398805
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,hazard_targetwise,7.86,7.863604846294314
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,hazard_targetwise,7.86,7.86360844025622
base_0.20+temporal_targetwise_0.80,temporal_targetwise,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863616223016234
temporal_targetwise_0.65+temporal_ridge_0.35,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.8636294738630985
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863631389998571
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863636162938947
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863639454169702
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,hazard_targetwise,7.86,7.8636510094679535
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863658455776701
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.86367873216165
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise,7.86,7.863682627940771
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863697282003312
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863701025008196
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863702122476379
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863702768980296
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.8637050349235516
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863722375324622
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise,7.86,7.863725197181792
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.8637260491546845
temporal_targetwise_0.80+hazard_targetwise_0.20,base_0.20+temporal_targetwise_0.80,hazard_targetwise,7.86,7.8637405502502755
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863744691725105
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863745338229289
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863747604173432
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise,7.86,7.86375496224776
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863758852874825
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863760071642534
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863764944581342
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.8637686184128475
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.863772114819589
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863775103300807
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863776172894066
temporal_targetwise_0.80+targetwise_0.20,base_0.20+temporal_targetwise_0.80,hazard_targetwise,7.86,7.863783119514167
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863790209093047
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+targetwise_0.20,7.86,7.86380264091413
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise,7.86,7.863812911442314
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.35+hazard_targetwise_0.65,7.86,7.863818742172013
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.65+hazard_targetwise_0.35,7.86,7.863826415839825
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.50+targetwise_0.50,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863835864915791
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_targetwise_0.20,7.86,7.863835951617526
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,hazard_targetwise,7.86,7.863837325279399
temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863837743810609
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.65+targetwise_0.35,hazard_targetwise,7.86,7.863840947424805
base_0.20+temporal_targetwise_0.80,temporal_targetwise_0.80+hazard_targetwise_0.20,temporal_targetwise_0.50+hazard_targetwise_0.50,7.86,7.863847430094584
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.35+targetwise_0.65,hazard_targetwise,7.86,7.8638798945814825
temporal_targetwise_0.80+targetwise_0.20,temporal_targetwise_0.80+hazard_ridge_0.20,temporal_targetwise_0.20+hazard_targetwise_0.80,7.86,7.863880313112848
